2024-08-23 14:48:15,485 [INFO]  starting up 24-08-23-1448_setting0 at 2.1205105416011065
2024-08-23 14:48:15,514 [INFO]  git SHA: b4a6af2002eea4174ba9918dc19b4af7d929f6c4
2024-08-23 14:48:15,514 [INFO]  setting file name: s0
2024-08-23 14:48:15,515 [INFO]  parameters {'points_per_cent': 2, 'time_limit': 5, 'correct_responses': ['f', 'j'], 'combination_num': 8}
2024-08-23 14:48:16,668 [INFO]  Created window with size [3840 2160]
2024-08-23 14:48:17,185 [INFO]  Using dummy triggers
2024-08-23 14:48:17,186 [INFO]  begin intro_main
2024-08-23 14:48:17,186 [DEBUG]  message: Alright! We're ready to begin the main phase of the experiment. (None)
2024-08-23 14:48:18,187 [DEBUG]  message: There will be 4 blocks. Each block inludes 30 trials, taking 4 minites maximum. (None)
2024-08-23 14:48:18,974 [DEBUG]  message: The blocks are all slightly different, because we changes the chances of showing a specific cue and sound stimulus between blocks. We will let you know the chances before starting each block.  (None)
2024-08-23 14:48:19,499 [DEBUG]  message: For example, you may see a pattern as below. The left part indicates how often you will see a specific cue and the right part indicates how often you'll see a specific stimuli. (('<<<>>>>>>>', 'oooooooxxx'))
2024-08-23 14:48:19,518 [DEBUG]  message: Apart from that, it will be greatly appreciated if you can focus on the center of the screen as much as possible, since it will help us get better measurements :) (None)
2024-08-23 14:48:19,731 [DEBUG]  message: Ready? Let go! (None)
2024-08-23 14:48:20,356 [INFO]  begin main
2024-08-23 14:48:20,356 [INFO]  Starting block 0: {'left_cue_condition': 0.9, 'stimA_condition': 0.9}
2024-08-23 14:48:20,356 [INFO]  block 0 label:('<<<<<<<<<>', 'ooooooooox')
2024-08-23 14:48:20,356 [DEBUG]  message: Block 1: 
cue proportion <<<<<<<<<> 
stimulus proportion ooooooooox (None)
2024-08-23 14:48:24,734 [INFO]  begin trial {"cue_direction": "left", "stimulus": "A|A", "correct_response": "f", "left_cue_condition": null, "stimA_condition": null}
2024-08-23 14:48:24,734 [DEBUG]  Trial.log 11.370 initialize status = ok
2024-08-23 14:48:24,734 [DEBUG]  MouseLink message
2024-08-23 14:48:24,734 [DEBUG]  Trial.log 11.370 start recording 
2024-08-23 14:48:24,734 [DEBUG]  MouseLink message
2024-08-23 14:48:24,734 [INFO]  MouseLink start_recording
2024-08-23 14:48:24,734 [DEBUG]  Trial.log 11.370 start 
2024-08-23 14:48:24,734 [DEBUG]  MouseLink message
2024-08-23 14:48:24,737 [DEBUG]  Trial.log 11.372 show fixation 
2024-08-23 14:48:24,737 [INFO]  send trigger 0
2024-08-23 14:48:24,737 [DEBUG]  MouseLink message
2024-08-23 14:48:26,913 [DEBUG]  Trial.log 13.549 show cue 
2024-08-23 14:48:26,913 [INFO]  send trigger 1
2024-08-23 14:48:26,913 [DEBUG]  MouseLink message
2024-08-23 14:48:28,421 [DEBUG]  Trial.log 15.056 show fixation 
2024-08-23 14:48:28,421 [INFO]  send trigger 0
2024-08-23 14:48:28,421 [DEBUG]  MouseLink message
2024-08-23 14:48:28,933 [DEBUG]  Trial.log 15.568 start sound 
2024-08-23 14:48:28,933 [INFO]  send trigger 2
2024-08-23 14:48:28,933 [DEBUG]  MouseLink message
2024-08-23 14:48:29,433 [DEBUG]  Trial.log 16.069 start decision window 
2024-08-23 14:48:29,433 [DEBUG]  MouseLink message
2024-08-23 14:48:31,025 [DEBUG]  Trial.log 17.661 response response = f, performance = Correct
2024-08-23 14:48:31,025 [DEBUG]  MouseLink message
2024-08-23 14:48:31,025 [DEBUG]  Trial.log 17.661 done 
2024-08-23 14:48:31,025 [INFO]  send trigger 4
2024-08-23 14:48:31,025 [DEBUG]  MouseLink message
2024-08-23 14:48:31,025 [INFO]  end trial [{"time": 11.369518791558221, "event": "initialize", "status": "ok"}, {"time": 11.369597500190139, "event": "start recording"}, {"time": 11.369663583347574, "event": "start"}, {"time": 11.371921500191092, "event": "show fixation"}, {"time": 13.548625708324835, "event": "show cue"}, {"time": 15.056113416561857, "event": "show fixation"}, {"time": 15.568392333341762, "event": "start sound"}, {"time": 16.06856616656296, "event": "start decision window"}, {"time": 17.660558208357543, "event": "response", "response": "f", "performance": "Correct"}, {"time": 17.660671208286658, "event": "done"}]
2024-08-23 14:48:31,025 [INFO]  MouseLink stop_recording
2024-08-23 14:48:31,030 [INFO]  gt.status is ok
2024-08-23 14:48:31,030 [DEBUG]  add bonus points 1 (total = 1)
2024-08-23 14:48:31,030 [INFO]  current bonus: 0.01
2024-08-23 14:48:31,030 [INFO]  1/30
2024-08-23 14:48:31,030 [INFO]  begin trial {"cue_direction": "left", "stimulus": "B|A", "correct_response": "j", "left_cue_condition": null, "stimA_condition": null}
2024-08-23 14:48:31,030 [DEBUG]  Trial.log 17.665 initialize status = ok
2024-08-23 14:48:31,030 [DEBUG]  MouseLink message
2024-08-23 14:48:31,030 [DEBUG]  Trial.log 17.665 start recording 
2024-08-23 14:48:31,030 [DEBUG]  MouseLink message
2024-08-23 14:48:31,030 [INFO]  MouseLink start_recording
2024-08-23 14:48:31,030 [DEBUG]  Trial.log 17.665 start 
2024-08-23 14:48:31,030 [DEBUG]  MouseLink message
2024-08-23 14:48:31,031 [DEBUG]  Trial.log 17.666 show fixation 
2024-08-23 14:48:31,031 [INFO]  send trigger 0
2024-08-23 14:48:31,031 [DEBUG]  MouseLink message
2024-08-23 14:48:33,499 [DEBUG]  Trial.log 20.135 show cue 
2024-08-23 14:48:33,499 [INFO]  send trigger 1
2024-08-23 14:48:33,499 [DEBUG]  MouseLink message
2024-08-23 14:48:35,012 [DEBUG]  Trial.log 21.648 show fixation 
2024-08-23 14:48:35,012 [INFO]  send trigger 0
2024-08-23 14:48:35,012 [DEBUG]  MouseLink message
2024-08-23 14:48:35,523 [DEBUG]  Trial.log 22.158 start sound 
2024-08-23 14:48:35,523 [INFO]  send trigger 2
2024-08-23 14:48:35,523 [DEBUG]  MouseLink message
2024-08-23 14:48:36,023 [DEBUG]  Trial.log 22.658 start decision window 
2024-08-23 14:48:36,023 [DEBUG]  MouseLink message
2024-08-23 14:48:38,177 [DEBUG]  Trial.log 24.813 response response = f, performance = Incorrect
2024-08-23 14:48:38,177 [DEBUG]  MouseLink message
2024-08-23 14:48:38,178 [DEBUG]  Trial.log 24.813 done 
2024-08-23 14:48:38,178 [INFO]  send trigger 4
2024-08-23 14:48:38,178 [DEBUG]  MouseLink message
2024-08-23 14:48:38,178 [INFO]  end trial [{"time": 17.665258541470394, "event": "initialize", "status": "ok"}, {"time": 17.665320583386347, "event": "start recording"}, {"time": 17.665382750099525, "event": "start"}, {"time": 17.666426500072703, "event": "show fixation"}, {"time": 20.134612208232284, "event": "show cue"}, {"time": 21.64753112499602, "event": "show fixation"}, {"time": 22.15829408331774, "event": "start sound"}, {"time": 22.65843812515959, "event": "start decision window"}, {"time": 24.81272245827131, "event": "response", "response": "f", "performance": "Incorrect"}, {"time": 24.812826541485265, "event": "done"}]
